Date,Close,Volume
10/9/2023,973.5909424,22298500
10/10/2023,1213.244019,13625200
10/11/2023,1512.810547,38431400
10/12/2023,1887.268555,219262300
10/13/2023,2356.589111,39504100
10/16/2023,2746.025635,227720100
10/17/2023,3425.042969,215604400
10/18/2023,3784.522461,311694400
10/19/2023,4044.146729,150507700
10/20/2023,4024.175781,85371300
10/23/2023,3734.594727,98962200
10/24/2023,3794.508057,40442200
10/25/2023,3814.479248,20457100
10/26/2023,3794.508057,23103000
10/27/2023,4054.132568,76315200
10/30/2023,4493.496094,136498000
10/31/2023,4573.380371,55551200
11/1/2023,4283.799805,50048400
11/2/2023,4044.146729,63249300
11/3/2023,4134.01709,54842200
11/6/2023,4283.799805,28846900
11/7/2023,4383.655273,26103200
11/8/2023,4393.640625,18257700
11/9/2023,5217.44873,111849600
11/10/2023,5217.44873,0
11/13/2023,5292.340332,69960400
11/14/2023,5367.231934,24752100
11/15/2023,5716.726074,63375300
11/16/2023,5691.762207,61909300
11/17/2023,6315.858887,60573100
11/20/2023,6790.172363,53008600
11/21/2023,6265.931152,80088500
11/22/2023,5641.834473,92961400
11/23/2023,6420.157227,52116100
11/24/2023,6070.421387,35573700
11/27/2023,5945.515137,27030500
11/28/2023,6245.289063,38044200
11/29/2023,6120.383789,28091900
11/30/2023,6869.818359,76689700
12/1/2023,6794.874512,49599600
12/4/2023,6844.836914,39120700
12/5/2023,6819.855957,50994200
12/6/2023,7194.573242,68123500
12/7/2023,7744.158691,57980500
12/8/2023,8043.932617,50224300
12/11/2023,7594.271484,38133500
12/12/2023,7644.233887,34839300
12/13/2023,7569.290527,14746100
12/14/2023,7194.573242,29173400
12/15/2023,7394.422363,22179600
12/18/2023,7144.61084,18483400
12/19/2023,7319.479004,21446100
12/20/2023,7444.384277,21918400
12/21/2023,7494.34668,11927700
12/22/2023,7494.34668,17981700
12/27/2023,7644.233887,42756100
12/28/2023,7669.215332,13392200
12/29/2023,7469.365723,15244000
1/2/2024,7594.271484,15012300
1/3/2024,7569.290527,6026800
1/4/2024,7519.328125,12323500
1/5/2024,7219.554199,16149400
1/8/2024,6744.912109,30456400
1/9/2024,5395.929688,100068600
1/10/2024,5670.722656,78655800
1/11/2024,5046.193359,53028700
1/12/2024,4696.45752,63660700
1/15/2024,4696.45752,0
1/16/2024,4876.321777,70243100
1/17/2024,5146.118164,65649600
1/18/2024,5645.741699,87583400
1/19/2024,5096.155762,49338700
1/22/2024,5345.967285,43627700
1/23/2024,5570.797852,36952000
1/24/2024,5370.94873,40178600
1/25/2024,5246.042969,11912100
1/26/2024,5196.080566,22713900
1/29/2024,5021.212402,13895700
1/30/2024,5021.212402,22206200
1/31/2024,4946.269043,11020900
2/1/2024,4846.344727,11197200
2/2/2024,4946.269043,12812900
2/5/2024,5171.099609,21611100
2/6/2024,5595.779297,37579800
2/7/2024,5395.929688,40129200
2/12/2024,5445.89209,13497400
2/13/2024,5046.193359,24426100
2/15/2024,5121.137207,8823500
2/16/2024,5470.873047,23471500
2/19/2024,5495.854492,16293100
2/20/2024,5495.854492,7225000
2/21/2024,5495.854492,8289400
2/22/2024,5570.797852,9897400
2/23/2024,5495.854492,7899600
2/26/2024,5495.854492,5992200
2/27/2024,5495.854492,4676700
2/28/2024,5945.515137,32515800
2/29/2024,6045.439941,20983000
3/1/2024,6195.32666,17035800
3/4/2024,6120.383789,10333200
3/5/2024,5895.552734,11693200
3/6/2024,5995.477539,11782200
3/7/2024,6245.289063,15735100
3/8/2024,6120.383789,8847000
3/13/2024,6145.364258,10280200
3/14/2024,5895.552734,15583100
3/15/2024,5545.816895,23637300
3/18/2024,5171.099609,14212600
3/19/2024,5345.967285,6320700
3/20/2024,5395.929688,8111400
3/21/2024,5345.967285,7186600
